State Name,County Name,Place Name,Survey Date,Total buildings,Total units,Total value,Single family units,Single family value,Multifamily buildings,Multifamily units,Multifamily value,2-units buildings,2-units units,2-units value,3-4 units buildings,3-4 units units,3-4 units value,5+ units buildings,5+ units units,5+ units value,1-unit buildings rep,1-unit units rep,1-unit value rep,2-units buildings rep,2-unit units rep,2-units value rep,3-4 units buildings rep,3-4 units units rep,3-4 units value rep,5+ units buildings rep,5+ units units rep,5+ units value rep,Total buildings rep,Total units rep,Total value rep
Louisiana,St. Martin Parish,St. Martin Parish Unincorporated Area,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,St. Mary Parish,Baldwin town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,St. Mary Parish,Berwick town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,St. Mary Parish,Franklin,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Tensas Parish,Tensas Parish Unincorporated Area,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Union Parish,Union Parish Unincorporated Area,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Vermilion Parish,Erath town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Vermilion Parish,Gueydan town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Vermilion Parish,Kaplan,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Washington Parish,Washington Parish,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Webster Parish,Sarepta town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Webster Parish,Springhill,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,West Carroll Parish,Epps town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,West Carroll Parish,Oak Grove town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,West Carroll Parish,Pioneer village,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,West Feliciana Parish,St. Francisville town,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Winn Parish,Winn Parish Unincorporated Area,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Winn Parish,Winnfield,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Portland,2022,33,721,"127,599,982",19,"7,309,700",14,702,"120,290,282",1,2,"256,000",2,6,"500,000",11,694,"119,534,282",19,19,"7,309,700",1,2,"256,000",2,6,"500,000",11,694,"119,534,282",33,721,"127,599,982"
Maine,York County,Kittery town,2022,42,321,"19,255,322",39,"12,055,322",3,282,"7,200,000",0,0,0,0,0,0,3,282,"7,200,000",16,16,"6,804,176",0,0,0,0,0,0,3,282,"7,200,000",19,298,"14,004,176"
Maine,Cumberland County,Scarborough town,2022,89,306,"58,453,416",75,"28,267,727",14,231,"30,185,689",3,6,"1,703,746",0,0,0,11,225,"28,481,943",75,75,"28,267,727",3,6,"1,703,746",0,0,0,11,225,"28,481,943",89,306,"58,453,416"
Maine,Androscoggin County,Auburn,2022,34,266,"31,015,473",24,"5,015,473",10,242,"26,000,000",0,0,0,0,0,0,10,242,"26,000,000",21,21,"4,446,700",0,0,0,0,0,0,10,242,"26,000,000",31,263,"30,446,700"
Maine,York County,Wells town,2022,157,157,"42,948,466",157,"42,948,466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Windham town,2022,92,147,"36,660,578",75,"21,095,578",17,72,"15,565,000",15,30,"7,690,000",0,0,0,2,42,"7,875,000",75,75,"21,095,578",15,30,"7,690,000",0,0,0,2,42,"7,875,000",92,147,"36,660,578"
Maine,York County,York town,2022,141,143,"52,923,023",139,"51,623,023",2,4,"1,300,000",2,4,"1,300,000",0,0,0,0,0,0,139,139,"51,623,023",2,4,"1,300,000",0,0,0,0,0,0,141,143,"52,923,023"
Maine,Piscataquis County,Greenville town,2022,100,100,"27,918,700",100,"27,918,700",0,0,0,0,0,0,0,0,0,0,0,0,100,100,"27,918,700",0,0,0,0,0,0,0,0,0,100,100,"27,918,700"
Maine,York County,Saco,2022,74,98,"17,209,809",66,"14,132,901",8,32,"3,076,908",0,0,0,4,12,"1,000,000",4,20,"2,076,908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,York County,Old Orchard Beach town,2022,80,96,"24,209,522",74,"21,308,427",6,22,"2,901,095",1,2,"341,127",3,10,"1,405,168",2,10,"1,154,800",52,52,"15,533,216",1,2,"341,127",3,10,"1,405,168",0,0,0,56,64,"17,279,511"
Maine,Cumberland County,Cumberland town,2022,48,93,"42,924,028",46,"28,399,028",2,47,"14,525,000",1,2,"400,000",0,0,0,1,45,"14,125,000",46,46,"28,399,028",1,2,"400,000",0,0,0,1,45,"14,125,000",48,93,"42,924,028"
Maine,York County,Eliot town,2022,43,91,"11,278,088",32,"5,172,296",11,59,"6,105,792",0,0,0,0,0,0,11,59,"6,105,792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Kennebec County,Belgrade town,2022,88,88,"24,568,456",88,"24,568,456",0,0,0,0,0,0,0,0,0,0,0,0,88,88,"24,568,456",0,0,0,0,0,0,0,0,0,88,88,"24,568,456"
Maine,Cumberland County,Gorham town,2022,77,78,"21,060,000",76,"20,675,000",1,2,"385,000",1,2,"385,000",0,0,0,0,0,0,76,76,"20,675,000",1,2,"385,000",0,0,0,0,0,0,77,78,"21,060,000"
Maine,Knox County,Rockland,2022,16,73,"12,856,676",14,"3,908,618",2,59,"8,948,058",0,0,0,0,0,0,2,59,"8,948,058",14,14,"3,908,618",0,0,0,0,0,0,2,59,"8,948,058",16,73,"12,856,676"
Maine,York County,Kennebunk town,2022,63,70,"17,792,250",56,"15,965,250",7,14,"1,827,000",7,14,"1,827,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Bridgton town,2022,67,67,"22,206,066",67,"22,206,066",0,0,0,0,0,0,0,0,0,0,0,0,67,67,"22,206,066",0,0,0,0,0,0,0,0,0,67,67,"22,206,066"
Maine,York County,Sanford,2022,43,66,"15,533,000",42,"11,733,000",1,24,"3,800,000",0,0,0,0,0,0,1,24,"3,800,000",42,42,"11,733,000",0,0,0,0,0,0,1,24,"3,800,000",43,66,"15,533,000"
Maine,Kennebec County,Augusta,2022,59,59,"6,595,118",59,"6,595,118",0,0,0,0,0,0,0,0,0,0,0,0,59,59,"6,595,118",0,0,0,0,0,0,0,0,0,59,59,"6,595,118"
Maine,Cumberland County,Brunswick town,2022,57,59,"23,579,386",55,"22,779,386",2,4,"800,000",2,4,"800,000",0,0,0,0,0,0,2,2,"522,000",0,0,0,0,0,0,0,0,0,2,2,"522,000"
Maine,York County,Limerick town,2022,55,55,"15,345,000",55,"15,345,000",0,0,0,0,0,0,0,0,0,0,0,0,22,22,"14,850,000",0,0,0,0,0,0,0,0,0,22,22,"14,850,000"
Maine,Penobscot County,Levant town,2022,31,55,"12,040,000",15,"3,990,000",16,40,"8,050,000",12,24,"4,800,000",4,16,"3,250,000",0,0,0,15,15,"3,990,000",12,24,"4,800,000",4,16,"3,250,000",0,0,0,31,55,"12,040,000"
Maine,Cumberland County,Falmouth town,2022,52,54,"26,512,500",50,"25,412,500",2,4,"1,100,000",2,4,"1,100,000",0,0,0,0,0,0,50,50,"25,412,500",2,4,"1,100,000",0,0,0,0,0,0,52,54,"26,512,500"
Maine,York County,South Berwick town,2022,37,54,"13,844,489",29,"10,490,323",8,25,"3,354,166",5,10,"1,354,165",0,0,0,3,15,"2,000,001",16,16,"6,280,000",0,0,0,0,0,0,0,0,0,16,16,"6,280,000"
Maine,Sagadahoc County,Bath,2022,8,53,"13,107,000",7,"3,507,000",1,46,"9,600,000",0,0,0,0,0,0,1,46,"9,600,000",7,7,"3,507,000",0,0,0,0,0,0,1,46,"9,600,000",8,53,"13,107,000"
Maine,Kennebec County,Pittston town,2022,51,51,"12,739,086",51,"12,739,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Franklin County,Farmington town,2022,23,50,"9,500,000",21,"3,500,000",2,29,"6,000,000",0,0,0,1,4,"1,000,000",1,25,"5,000,000",21,21,"3,500,000",0,0,0,1,4,"1,000,000",1,25,"5,000,000",23,50,"9,500,000"
Maine,Oxford County,Bethel town,2022,49,49,"17,825,000",49,"17,825,000",0,0,0,0,0,0,0,0,0,0,0,0,49,49,"17,825,000",0,0,0,0,0,0,0,0,0,49,49,"17,825,000"
Maine,Franklin County,Weld town,2022,47,47,"13,121,789",47,"13,121,789",0,0,0,0,0,0,0,0,0,0,0,0,47,47,"13,121,789",0,0,0,0,0,0,0,0,0,47,47,"13,121,789"
Maine,Penobscot County,Hampden town,2022,37,47,"10,973,811",33,"9,213,171",4,14,"1,760,640",1,2,"341,292",3,12,"1,419,348",0,0,0,33,33,"9,213,171",1,2,"341,292",3,12,"1,419,348",0,0,0,37,47,"10,973,811"
Maine,Franklin County,Rangeley town,2022,45,46,"11,911,964",44,"11,586,398",1,2,"325,566",1,2,"325,566",0,0,0,0,0,0,14,14,"3,808,928",0,0,0,0,0,0,0,0,0,14,14,"3,808,928"
Maine,Penobscot County,Bangor,2022,41,46,"12,972,511",36,"11,513,419",5,10,"1,459,092",5,10,"1,459,092",0,0,0,0,0,0,36,36,"11,513,419",5,10,"1,459,092",0,0,0,0,0,0,41,46,"12,972,511"
Maine,York County,Berwick town,2022,30,46,"7,618,637",26,"6,056,137",4,20,"1,562,500",0,0,0,0,0,0,4,20,"1,562,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Hancock County,Bar Harbor town,2022,43,45,"16,463,765",41,"15,355,249",2,4,"1,108,516",2,4,"1,108,516",0,0,0,0,0,0,41,41,"15,355,249",2,4,"1,108,516",0,0,0,0,0,0,43,45,"16,463,765"
Maine,Penobscot County,Hermon town,2022,38,43,"10,416,689",34,"9,490,648",4,9,"926,041",3,6,"729,166",1,3,"196,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Westbrook,2022,31,43,"7,723,995",19,"3,624,000",12,24,"4,099,995",12,24,"4,099,995",0,0,0,0,0,0,19,19,"3,624,000",12,24,"4,099,995",0,0,0,0,0,0,31,43,"7,723,995"
Maine,Cumberland County,Cape Elizabeth town,2022,36,42,"11,869,357",34,"10,714,957",2,8,"1,154,400",0,0,0,2,8,"1,154,400",0,0,0,34,34,"10,714,957",0,0,0,2,8,"1,154,400",0,0,0,36,42,"11,869,357"
Maine,Cumberland County,North Yarmouth town,2022,37,41,"18,871,000",35,"17,251,000",2,6,"1,620,000",0,0,0,2,6,"1,620,000",0,0,0,35,35,"17,251,000",0,0,0,2,6,"1,620,000",0,0,0,37,41,"18,871,000"
Maine,Cumberland County,Standish town,2022,40,40,"8,160,000",40,"8,160,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Androscoggin County,Turner town,2022,39,39,"4,938,441",39,"4,938,441",0,0,0,0,0,0,0,0,0,0,0,0,39,39,"4,938,441",0,0,0,0,0,0,0,0,0,39,39,"4,938,441"
Maine,Hancock County,Ellsworth,2022,37,39,"9,736,575",35,"9,076,575",2,4,"660,000",2,4,"660,000",0,0,0,0,0,0,35,35,"9,076,575",2,4,"660,000",0,0,0,0,0,0,37,39,"9,736,575"
Maine,Cumberland County,Harrison town,2022,38,38,"15,837,568",38,"15,837,568",0,0,0,0,0,0,0,0,0,0,0,0,38,38,"15,837,568",0,0,0,0,0,0,0,0,0,38,38,"15,837,568"
Maine,York County,Lebanon town,2022,38,38,"9,013,000",38,"9,013,000",0,0,0,0,0,0,0,0,0,0,0,0,38,38,"9,013,000",0,0,0,0,0,0,0,0,0,38,38,"9,013,000"
Maine,York County,North Berwick town,2022,38,38,"8,268,507",38,"8,268,507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Somerset County,Hartland town,2022,8,37,"6,504,169",7,"1,954,309",1,30,"4,549,860",0,0,0,0,0,0,1,30,"4,549,860",7,7,"1,954,309",0,0,0,0,0,0,1,30,"4,549,860",8,37,"6,504,169"
Maine,York County,Waterboro town,2022,36,36,"5,235,732",36,"5,235,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Kennebec County,Gardiner,2022,34,36,"9,596,630",32,"8,914,046",2,4,"682,584",2,4,"682,584",0,0,0,0,0,0,32,32,"8,914,046",2,4,"682,584",0,0,0,0,0,0,34,36,"9,596,630"
Maine,York County,Buxton town,2022,35,35,"9,780,019",35,"9,780,019",0,0,0,0,0,0,0,0,0,0,0,0,35,35,"9,780,019",0,0,0,0,0,0,0,0,0,35,35,"9,780,019"
Maine,Kennebec County,Waterville,2022,28,35,"5,057,850",21,"3,150,000",7,14,"1,907,850",7,14,"1,907,850",0,0,0,0,0,0,21,21,"3,150,000",7,14,"1,907,850",0,0,0,0,0,0,28,35,"5,057,850"
Maine,Oxford County,Norway town,2022,34,34,"8,686,969",34,"8,686,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Naples town,2022,33,33,"13,366,000",33,"13,366,000",0,0,0,0,0,0,0,0,0,0,0,0,33,33,"13,366,000",0,0,0,0,0,0,0,0,0,33,33,"13,366,000"
Maine,Knox County,Warren town,2022,32,32,"5,475,029",32,"5,475,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Franklin County,Carrabassett Valley town,2022,31,31,"11,978,646",31,"11,978,646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Kennebec County,Sidney town,2022,31,31,"8,498,945",31,"8,498,945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,York County,Limington town,2022,31,31,"8,499,680",31,"8,499,680",0,0,0,0,0,0,0,0,0,0,0,0,31,31,"8,499,680",0,0,0,0,0,0,0,0,0,31,31,"8,499,680"
Maine,Cumberland County,Casco town,2022,30,30,"10,259,046",30,"10,259,046",0,0,0,0,0,0,0,0,0,0,0,0,13,13,"6,064,500",0,0,0,0,0,0,0,0,0,13,13,"6,064,500"
Maine,Cumberland County,Freeport town,2022,30,30,"16,998,034",30,"16,998,034",0,0,0,0,0,0,0,0,0,0,0,0,30,30,"16,998,034",0,0,0,0,0,0,0,0,0,30,30,"16,998,034"
Maine,Kennebec County,China town,2022,29,29,"7,086,935",29,"7,086,935",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"3,586,935",0,0,0,0,0,0,0,0,0,15,15,"3,586,935"
Maine,Sagadahoc County,Topsham town,2022,28,29,"8,289,694",27,"7,992,911",1,2,"296,783",1,2,"296,783",0,0,0,0,0,0,27,27,"7,992,911",1,2,"296,783",0,0,0,0,0,0,28,29,"8,289,694"
Maine,York County,Arundel town,2022,28,28,"10,591,800",28,"10,591,800",0,0,0,0,0,0,0,0,0,0,0,0,28,28,"10,591,800",0,0,0,0,0,0,0,0,0,28,28,"10,591,800"
Maine,Androscoggin County,Lewiston,2022,27,27,"6,861,900",27,"6,861,900",0,0,0,0,0,0,0,0,0,0,0,0,27,27,"6,861,900",0,0,0,0,0,0,0,0,0,27,27,"6,861,900"
Maine,Lincoln County,Boothbay town,2022,27,27,"8,841,298",27,"8,841,298",0,0,0,0,0,0,0,0,0,0,0,0,21,21,"7,285,804",0,0,0,0,0,0,0,0,0,21,21,"7,285,804"
Maine,Oxford County,Fryeburg town,2022,27,27,"7,007,002",27,"7,007,002",0,0,0,0,0,0,0,0,0,0,0,0,6,6,"1,007,000",0,0,0,0,0,0,0,0,0,6,6,"1,007,000"
Maine,York County,Hollis town,2022,27,27,"6,075,000",27,"6,075,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Raymond town,2022,26,26,"10,517,676",26,"10,517,676",0,0,0,0,0,0,0,0,0,0,0,0,26,26,"10,517,676",0,0,0,0,0,0,0,0,0,26,26,"10,517,676"
Maine,Cumberland County,Harpswell town,2022,25,25,"12,958,185",25,"12,958,185",0,0,0,0,0,0,0,0,0,0,0,0,25,25,"12,958,185",0,0,0,0,0,0,0,0,0,25,25,"12,958,185"
Maine,York County,Shapleigh town,2022,24,25,"6,937,872",23,"6,596,745",1,2,"341,127",1,2,"341,127",0,0,0,0,0,0,23,23,"6,596,745",1,2,"341,127",0,0,0,0,0,0,24,25,"6,937,872"
Maine,Hancock County,Bucksport town,2022,12,25,"4,597,792",10,"2,692,180",2,15,"1,905,612",0,0,0,1,4,"366,668",1,11,"1,538,944",6,6,"1,655,184",0,0,0,1,4,"366,668",1,11,"1,538,944",8,21,"3,560,796"
Maine,Hancock County,Southwest Harbor town,2022,24,24,"3,362,184",24,"3,362,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Lincoln County,Bristol town,2022,24,24,"7,615,000",24,"7,615,000",0,0,0,0,0,0,0,0,0,0,0,0,24,24,"7,615,000",0,0,0,0,0,0,0,0,0,24,24,"7,615,000"
Maine,Oxford County,Oxford town,2022,24,24,"6,660,612",24,"6,660,612",0,0,0,0,0,0,0,0,0,0,0,0,24,24,"6,660,612",0,0,0,0,0,0,0,0,0,24,24,"6,660,612"
Maine,Penobscot County,Springfield town,2022,24,24,"383,620",24,"383,620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Kennebec County,Litchfield town,2022,23,23,"3,833,334",23,"3,833,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Oxford County,Lovell town,2022,23,23,"6,302,795",23,"6,302,795",0,0,0,0,0,0,0,0,0,0,0,0,23,23,"6,302,795",0,0,0,0,0,0,0,0,0,23,23,"6,302,795"
Maine,Sagadahoc County,Woolwich town,2022,23,23,"3,687,187",23,"3,687,187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Androscoggin County,Livermore Falls town,2022,21,22,"6,315,441",20,"5,974,314",1,2,"341,127",1,2,"341,127",0,0,0,0,0,0,20,20,"5,974,314",1,2,"341,127",0,0,0,0,0,0,21,22,"6,315,441"
Maine,Lincoln County,Jefferson town,2022,21,21,"5,553,976",21,"5,553,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Waldo County,Lincolnville town,2022,21,21,"3,696,700",21,"3,696,700",0,0,0,0,0,0,0,0,0,0,0,0,21,21,"3,696,700",0,0,0,0,0,0,0,0,0,21,21,"3,696,700"
Maine,York County,Lyman town,2022,21,21,"5,522,622",21,"5,522,622",0,0,0,0,0,0,0,0,0,0,0,0,9,9,"2,167,818",0,0,0,0,0,0,0,0,0,9,9,"2,167,818"
Maine,Cumberland County,Gray town,2022,20,21,"6,882,250",19,"6,657,250",1,2,"225,000",1,2,"225,000",0,0,0,0,0,0,19,19,"6,657,250",1,2,"225,000",0,0,0,0,0,0,20,21,"6,882,250"
Maine,Knox County,Union town,2022,20,21,"5,807,000",19,"5,727,000",1,2,"80,000",1,2,"80,000",0,0,0,0,0,0,19,19,"5,727,000",1,2,"80,000",0,0,0,0,0,0,20,21,"5,807,000"
Maine,Androscoggin County,Sabattus town,2022,20,20,"4,163,986",20,"4,163,986",0,0,0,0,0,0,0,0,0,0,0,0,16,16,"3,375,000",0,0,0,0,0,0,0,0,0,16,16,"3,375,000"
Maine,Cumberland County,New Gloucester town,2022,20,20,"5,080,778",20,"5,080,778",0,0,0,0,0,0,0,0,0,0,0,0,16,16,"4,000,000",0,0,0,0,0,0,0,0,0,16,16,"4,000,000"
Maine,Penobscot County,Corinth town,2022,20,20,"5,583,740",20,"5,583,740",0,0,0,0,0,0,0,0,0,0,0,0,20,20,"5,583,740",0,0,0,0,0,0,0,0,0,20,20,"5,583,740"
Maine,York County,Biddeford,2022,20,20,"3,578,880",20,"3,578,880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,York County,Kennebunkport town,2022,20,20,"19,856,078",20,"19,856,078",0,0,0,0,0,0,0,0,0,0,0,0,20,20,"19,856,078",0,0,0,0,0,0,0,0,0,20,20,"19,856,078"
Maine,Cumberland County,South Portland,2022,18,20,"6,877,000",17,"6,327,000",1,3,"550,000",0,0,0,1,3,"550,000",0,0,0,17,17,"6,327,000",0,0,0,1,3,"550,000",0,0,0,18,20,"6,877,000"
Maine,Lincoln County,Waldoboro town,2022,19,19,"5,750,000",19,"5,750,000",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"5,750,000",0,0,0,0,0,0,0,0,0,19,19,"5,750,000"
Maine,Oxford County,Paris town,2022,19,19,"3,733,061",19,"3,733,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Somerset County,St. Albans town,2022,19,19,"1,417,692",19,"1,417,692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Kennebec County,Oakland town,2022,16,19,"4,524,701",15,"4,124,701",1,4,"400,000",0,0,0,1,4,"400,000",0,0,0,6,6,"2,012,000",0,0,0,1,4,"400,000",0,0,0,7,10,"2,412,000"
Maine,Kennebec County,Monmouth town,2022,18,18,"4,410,642",18,"4,410,642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Penobscot County,Howland town,2022,18,18,"1,026,643",18,"1,026,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Hancock County,Franklin town,2022,16,18,"2,407,584",14,"1,725,000",2,4,"682,584",2,4,"682,584",0,0,0,0,0,0,14,14,"1,725,000",2,4,"682,584",0,0,0,0,0,0,16,18,"2,407,584"
Maine,Androscoggin County,Durham town,2022,17,17,"3,974,277",17,"3,974,277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Sebago town,2022,17,17,"2,762,500",17,"2,762,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Lincoln County,Wiscasset town,2022,17,17,"5,273,150",17,"5,273,150",0,0,0,0,0,0,0,0,0,0,0,0,17,17,"5,273,150",0,0,0,0,0,0,0,0,0,17,17,"5,273,150"
Maine,Sagadahoc County,Bowdoinham town,2022,17,17,"5,078,167",17,"5,078,167",0,0,0,0,0,0,0,0,0,0,0,0,17,17,"5,078,167",0,0,0,0,0,0,0,0,0,17,17,"5,078,167"
Maine,York County,Acton town,2022,17,17,"3,261,179",17,"3,261,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Cumberland County,Baldwin town,2022,16,17,"3,200,000",15,"2,915,000",1,2,"285,000",1,2,"285,000",0,0,0,0,0,0,15,15,"2,915,000",1,2,"285,000",0,0,0,0,0,0,16,17,"3,200,000"
Maine,Kennebec County,Fayette town,2022,16,17,"3,104,003",15,"3,069,003",1,2,"35,000",1,2,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Franklin County,New Sharon town,2022,16,16,"4,466,992",16,"4,466,992",0,0,0,0,0,0,0,0,0,0,0,0,16,16,"4,466,992",0,0,0,0,0,0,0,0,0,16,16,"4,466,992"
Maine,Hancock County,Lamoine town,2022,16,16,"4,880,500",16,"4,880,500",0,0,0,0,0,0,0,0,0,0,0,0,16,16,"4,880,500",0,0,0,0,0,0,0,0,0,16,16,"4,880,500"
Maine,Kennebec County,Vassalboro town,2022,16,16,"2,978,456",16,"2,978,456",0,0,0,0,0,0,0,0,0,0,0,0,12,12,"2,033,000",0,0,0,0,0,0,0,0,0,12,12,"2,033,000"
Maine,Androscoggin County,Poland town,2022,15,16,"2,908,748",14,"2,708,748",1,2,"200,000",1,2,"200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Waldo County,Belfast,2022,15,16,"4,651,655",14,"4,371,655",1,2,"280,000",1,2,"280,000",0,0,0,0,0,0,14,14,"4,371,655",1,2,"280,000",0,0,0,0,0,0,15,16,"4,651,655"
Maine,Androscoggin County,Greene town,2022,15,15,"4,950,000",15,"4,950,000",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"4,950,000",0,0,0,0,0,0,0,0,0,15,15,"4,950,000"
Maine,Androscoggin County,Lisbon town,2022,15,15,"4,312,500",15,"4,312,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Androscoggin County,Mechanic Falls town,2022,15,15,"2,525,900",15,"2,525,900",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"2,525,900",0,0,0,0,0,0,0,0,0,15,15,"2,525,900"
Maine,Kennebec County,Winthrop town,2022,15,15,"6,054,000",15,"6,054,000",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"6,054,000",0,0,0,0,0,0,0,0,0,15,15,"6,054,000"
Maine,Oxford County,Newry town,2022,15,15,"8,347,718",15,"8,347,718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,Oxford County,Woodstock town,2022,15,15,"4,167,867",15,"4,167,867",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"4,167,867",0,0,0,0,0,0,0,0,0,15,15,"4,167,867"
Maine,Sagadahoc County,Phippsburg town,2022,15,15,"5,387,700",15,"5,387,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
