State Name,County Name,Place Name,Survey Date,Total buildings,Total units,Total value,Single family units,Single family value,Multifamily buildings,Multifamily units,Multifamily value,2-units buildings,2-units units,2-units value,3-4 units buildings,3-4 units units,3-4 units value,5+ units buildings,5+ units units,5+ units value,1-unit buildings rep,1-unit units rep,1-unit value rep,2-units buildings rep,2-unit units rep,2-units value rep,3-4 units buildings rep,3-4 units units rep,3-4 units value rep,5+ units buildings rep,5+ units units rep,5+ units value rep,Total buildings rep,Total units rep,Total value rep
Alabama,Madison County,Madison County Unincorporated Area,2022,"1,431","1,431","350,691,032","1,431","350,691,032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Lee County,Auburn,2022,504,"1,358","279,007,363",482,"132,380,407",22,876,"146,626,956",9,18,"2,543,752",2,7,"900,000",11,851,"143,183,204",482,482,"132,380,407",9,18,"2,543,752",2,7,"900,000",11,851,"143,183,204",504,"1,358","279,007,363"
Alabama,Jefferson County,Birmingham,2022,183,"1,211","228,702,152",111,"25,791,157",72,"1,100","202,910,995",31,62,"10,949,523",12,46,"6,912,052",29,992,"185,049,420",111,111,"25,791,157",31,62,"10,949,523",12,46,"6,912,052",29,992,"185,049,420",183,"1,211","228,702,152"
Alabama,Madison County,Huntsville,2022,"1,093","1,130","78,501,990","1,083","63,870,895",10,47,"14,631,095",1,2,"220,000",1,4,"510,000",8,41,"13,901,095","1,083","1,083","63,870,895",1,2,"220,000",1,4,"510,000",8,41,"13,901,095","1,093","1,130","78,501,990"
Alabama,Limestone County,Athens,2022,490,844,"174,009,869",473,"126,899,026",17,371,"47,110,843",0,0,0,0,0,0,17,371,"47,110,843",473,473,"126,899,026",0,0,0,0,0,0,17,371,"47,110,843",490,844,"174,009,869"
Alabama,Baldwin County,Baldwin County Unincorporated Area,2022,779,785,"220,766,832",773,"219,196,732",6,12,"1,570,100",6,12,"1,570,100",0,0,0,0,0,0,773,773,"219,196,732",6,12,"1,570,100",0,0,0,0,0,0,779,785,"220,766,832"
Alabama,Tuscaloosa County,Tuscaloosa,2022,324,628,"146,986,425",299,"96,244,370",25,329,"50,742,055",2,4,"834,833",16,54,"8,230,598",7,271,"41,676,624",213,213,"74,461,975",1,2,"359,875",4,13,"5,141,248",1,30,"1,750,000",219,258,"81,713,098"
Alabama,Baldwin County,Foley,2022,579,579,"135,327,184",579,"135,327,184",0,0,0,0,0,0,0,0,0,0,0,0,579,579,"135,327,184",0,0,0,0,0,0,0,0,0,579,579,"135,327,184"
Alabama,Lee County,Opelika,2022,389,562,"116,373,325",375,"90,581,404",14,187,"25,791,921",4,8,"1,418,454",0,0,0,10,179,"24,373,467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Baldwin County,Fairhope,2022,279,519,"150,563,636",259,"128,169,036",20,260,"22,394,600",10,20,"3,543,600",0,0,0,10,240,"18,851,000",259,259,"128,169,036",10,20,"3,543,600",0,0,0,10,240,"18,851,000",279,519,"150,563,636"
Alabama,Baldwin County,Gulf Shores,2022,510,513,"188,493,943",509,"187,709,258",1,4,"784,685",0,0,0,1,4,"784,685",0,0,0,509,509,"187,709,258",0,0,0,1,4,"784,685",0,0,0,510,513,"188,493,943"
Alabama,Mobile County,Mobile County Unincorporated Area,2022,383,383,"94,989,519",383,"94,989,519",0,0,0,0,0,0,0,0,0,0,0,0,301,301,"75,458,502",0,0,0,0,0,0,0,0,0,301,301,"75,458,502"
Alabama,Jefferson County,Jefferson County Unincorporated Area,2022,346,346,"77,135,403",346,"77,135,403",0,0,0,0,0,0,0,0,0,0,0,0,346,346,"77,135,403",0,0,0,0,0,0,0,0,0,346,346,"77,135,403"
Alabama,Jefferson County,Hoover,2022,314,314,"185,099,765",314,"185,099,765",0,0,0,0,0,0,0,0,0,0,0,0,314,314,"185,099,765",0,0,0,0,0,0,0,0,0,314,314,"185,099,765"
Alabama,Madison County,Madison,2022,293,293,"112,009,058",293,"112,009,058",0,0,0,0,0,0,0,0,0,0,0,0,293,293,"112,009,058",0,0,0,0,0,0,0,0,0,293,293,"112,009,058"
Alabama,Baldwin County,Daphne,2022,292,292,"93,973,894",292,"93,973,894",0,0,0,0,0,0,0,0,0,0,0,0,292,292,"93,973,894",0,0,0,0,0,0,0,0,0,292,292,"93,973,894"
Alabama,Cullman County,Cullman,2022,265,277,"48,963,903",253,"47,293,903",12,24,"1,670,000",12,24,"1,670,000",0,0,0,0,0,0,253,253,"47,293,903",12,24,"1,670,000",0,0,0,0,0,0,265,277,"48,963,903"
Alabama,Montgomery County,Montgomery,2022,272,275,"52,694,611",271,"52,594,611",1,4,"100,000",0,0,0,1,4,"100,000",0,0,0,271,271,"52,594,611",0,0,0,1,4,"100,000",0,0,0,272,275,"52,694,611"
Alabama,Lee County,Lee County Unincorporated Area,2022,271,272,"78,411,258",270,"78,097,648",1,2,"313,610",1,2,"313,610",0,0,0,0,0,0,270,270,"78,097,648",1,2,"313,610",0,0,0,0,0,0,271,272,"78,411,258"
Alabama,Russell County,Phenix City,2022,106,262,"32,883,019",94,"12,444,934",12,168,"20,438,085",5,10,"687,865",0,0,0,7,158,"19,750,220",94,94,"12,444,934",5,10,"687,865",0,0,0,7,158,"19,750,220",106,262,"32,883,019"
Alabama,Baldwin County,Silverhill town,2022,248,248,"36,829,480",248,"36,829,480",0,0,0,0,0,0,0,0,0,0,0,0,248,248,"36,829,480",0,0,0,0,0,0,0,0,0,248,248,"36,829,480"
Alabama,Houston County,Dothan,2022,216,224,"66,434,107",210,"65,090,038",6,14,"1,344,069",5,10,"865,513",1,4,"478,556",0,0,0,210,210,"65,090,038",5,10,"865,513",1,4,"478,556",0,0,0,216,224,"66,434,107"
Alabama,Autauga County,Prattville,2022,210,210,"67,761,868",210,"67,761,868",0,0,0,0,0,0,0,0,0,0,0,0,210,210,"67,761,868",0,0,0,0,0,0,0,0,0,210,210,"67,761,868"
Alabama,Montgomery County,Pike Road town,2022,208,208,"55,822,400",208,"55,822,400",0,0,0,0,0,0,0,0,0,0,0,0,208,208,"55,822,400",0,0,0,0,0,0,0,0,0,208,208,"55,822,400"
Alabama,Madison County,Triana town,2022,206,206,"48,496,144",206,"48,496,144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Jefferson County,Trussville,2022,203,203,"76,232,389",203,"76,232,389",0,0,0,0,0,0,0,0,0,0,0,0,194,194,"72,879,842",0,0,0,0,0,0,0,0,0,194,194,"72,879,842"
Alabama,Shelby County,Chelsea,2022,196,196,"64,193,000",196,"64,193,000",0,0,0,0,0,0,0,0,0,0,0,0,196,196,"64,193,000",0,0,0,0,0,0,0,0,0,196,196,"64,193,000"
Alabama,Shelby County,Shelby County Unincorporated Area,2022,193,193,"87,256,000",193,"87,256,000",0,0,0,0,0,0,0,0,0,0,0,0,193,193,"87,256,000",0,0,0,0,0,0,0,0,0,193,193,"87,256,000"
Alabama,Tuscaloosa County,Northport,2022,190,190,"52,852,458",190,"52,852,458",0,0,0,0,0,0,0,0,0,0,0,0,190,190,"52,852,458",0,0,0,0,0,0,0,0,0,190,190,"52,852,458"
Alabama,St. Clair County,Margaret town,2022,158,158,"37,226,000",158,"37,226,000",0,0,0,0,0,0,0,0,0,0,0,0,158,158,"37,226,000",0,0,0,0,0,0,0,0,0,158,158,"37,226,000"
Alabama,Coffee County,Enterprise,2022,157,157,"40,724,900",157,"40,724,900",0,0,0,0,0,0,0,0,0,0,0,0,157,157,"40,724,900",0,0,0,0,0,0,0,0,0,157,157,"40,724,900"
Alabama,Jefferson County,Irondale,2022,156,156,"25,655,724",156,"25,655,724",0,0,0,0,0,0,0,0,0,0,0,0,156,156,"25,655,724",0,0,0,0,0,0,0,0,0,156,156,"25,655,724"
Alabama,Lauderdale County,Florence,2022,108,152,"14,089,718",82,"10,431,718",26,70,"3,658,000",22,44,"1,760,000",0,0,0,4,26,"1,898,000",82,82,"10,431,718",22,44,"1,760,000",0,0,0,4,26,"1,898,000",108,152,"14,089,718"
Alabama,St. Clair County,Odenville,2022,141,151,"36,104,552",139,"35,614,552",2,12,"490,000",0,0,0,1,4,"400,000",1,8,"90,000",139,139,"35,614,552",0,0,0,1,4,"400,000",1,8,"90,000",141,151,"36,104,552"
Alabama,Morgan County,Decatur,2022,149,149,"43,811,165",149,"43,811,165",0,0,0,0,0,0,0,0,0,0,0,0,149,149,"43,811,165",0,0,0,0,0,0,0,0,0,149,149,"43,811,165"
Alabama,Tallapoosa County,Tallapoosa County Unincorporated Area,2022,149,149,"76,873,526",149,"76,873,526",0,0,0,0,0,0,0,0,0,0,0,0,126,126,"65,392,370",0,0,0,0,0,0,0,0,0,126,126,"65,392,370"
Alabama,St. Clair County,Pell City,2022,144,144,"39,224,766",144,"39,224,766",0,0,0,0,0,0,0,0,0,0,0,0,144,144,"39,224,766",0,0,0,0,0,0,0,0,0,144,144,"39,224,766"
Alabama,Shelby County,Pelham,2022,137,138,"41,481,452",136,"41,321,452",1,2,"160,000",1,2,"160,000",0,0,0,0,0,0,136,136,"41,321,452",1,2,"160,000",0,0,0,0,0,0,137,138,"41,481,452"
Alabama,Baldwin County,Orange Beach,2022,136,136,"55,069,206",136,"55,069,206",0,0,0,0,0,0,0,0,0,0,0,0,136,136,"55,069,206",0,0,0,0,0,0,0,0,0,136,136,"55,069,206"
Alabama,Shelby County,Calera,2022,125,125,"19,461,267",125,"19,461,267",0,0,0,0,0,0,0,0,0,0,0,0,125,125,"19,461,267",0,0,0,0,0,0,0,0,0,125,125,"19,461,267"
Alabama,Talladega County,Lincoln,2022,122,122,"21,101,502",122,"21,101,502",0,0,0,0,0,0,0,0,0,0,0,0,122,122,"21,101,502",0,0,0,0,0,0,0,0,0,122,122,"21,101,502"
Alabama,Mobile County,Semmes,2022,118,118,"20,345,040",118,"20,345,040",0,0,0,0,0,0,0,0,0,0,0,0,118,118,"20,345,040",0,0,0,0,0,0,0,0,0,118,118,"20,345,040"
Alabama,Baldwin County,Spanish Fort,2022,115,115,"14,132,414",115,"14,132,414",0,0,0,0,0,0,0,0,0,0,0,0,115,115,"14,132,414",0,0,0,0,0,0,0,0,0,115,115,"14,132,414"
Alabama,Hale County,Moundville,2022,112,112,"12,449,210",112,"12,449,210",0,0,0,0,0,0,0,0,0,0,0,0,112,112,"12,449,210",0,0,0,0,0,0,0,0,0,112,112,"12,449,210"
Alabama,Madison County,Owens Cross Roads town,2022,107,107,"34,716,289",107,"34,716,289",0,0,0,0,0,0,0,0,0,0,0,0,107,107,"34,716,289",0,0,0,0,0,0,0,0,0,107,107,"34,716,289"
Alabama,Houston County,Houston County Unincorporated Area,2022,101,101,"23,877,095",101,"23,877,095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Morgan County,Hartselle,2022,98,98,"25,020,277",98,"25,020,277",0,0,0,0,0,0,0,0,0,0,0,0,98,98,"25,020,277",0,0,0,0,0,0,0,0,0,98,98,"25,020,277"
Alabama,Baldwin County,Robertsdale,2022,89,89,"15,512,098",89,"15,512,098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Baldwin County,Loxley town,2022,85,85,"15,127,642",85,"15,127,642",0,0,0,0,0,0,0,0,0,0,0,0,85,85,"15,127,642",0,0,0,0,0,0,0,0,0,85,85,"15,127,642"
Alabama,Mobile County,Mobile,2022,84,84,"21,774,923",84,"21,774,923",0,0,0,0,0,0,0,0,0,0,0,0,84,84,"21,774,923",0,0,0,0,0,0,0,0,0,84,84,"21,774,923"
Alabama,Chilton County,Clanton,2022,83,83,"13,120,170",83,"13,120,170",0,0,0,0,0,0,0,0,0,0,0,0,83,83,"13,120,170",0,0,0,0,0,0,0,0,0,83,83,"13,120,170"
Alabama,Jefferson County,Leeds,2022,82,82,"20,679,442",82,"20,679,442",0,0,0,0,0,0,0,0,0,0,0,0,82,82,"20,679,442",0,0,0,0,0,0,0,0,0,82,82,"20,679,442"
Alabama,Shelby County,Helena,2022,81,81,"34,785,511",81,"34,785,511",0,0,0,0,0,0,0,0,0,0,0,0,74,74,"32,142,341",0,0,0,0,0,0,0,0,0,74,74,"32,142,341"
Alabama,St. Clair County,Springville,2022,78,78,"17,219,301",78,"17,219,301",0,0,0,0,0,0,0,0,0,0,0,0,78,78,"17,219,301",0,0,0,0,0,0,0,0,0,78,78,"17,219,301"
Alabama,Russell County,Russell County Unincorporated Area,2022,73,73,"16,839,494",73,"16,839,494",0,0,0,0,0,0,0,0,0,0,0,0,73,73,"16,839,494",0,0,0,0,0,0,0,0,0,73,73,"16,839,494"
Alabama,Mobile County,Dauphin Island town,2022,63,72,"21,382,300",60,"20,017,300",3,12,"1,365,000",0,0,0,3,12,"1,365,000",0,0,0,60,60,"20,017,300",0,0,0,3,12,"1,365,000",0,0,0,63,72,"21,382,300"
Alabama,Chilton County,Jemison,2022,70,70,"18,420,000",70,"18,420,000",0,0,0,0,0,0,0,0,0,0,0,0,70,70,"18,420,000",0,0,0,0,0,0,0,0,0,70,70,"18,420,000"
Alabama,Colbert County,Muscle Shoals,2022,70,70,"8,929,502",70,"8,929,502",0,0,0,0,0,0,0,0,0,0,0,0,53,53,"6,920,000",0,0,0,0,0,0,0,0,0,53,53,"6,920,000"
Alabama,Marshall County,Arab,2022,68,68,"10,849,425",68,"10,849,425",0,0,0,0,0,0,0,0,0,0,0,0,68,68,"10,849,425",0,0,0,0,0,0,0,0,0,68,68,"10,849,425"
Alabama,Shelby County,Alabaster,2022,67,67,"28,559,438",67,"28,559,438",0,0,0,0,0,0,0,0,0,0,0,0,67,67,"28,559,438",0,0,0,0,0,0,0,0,0,67,67,"28,559,438"
Alabama,Jefferson County,Vestavia Hills,2022,66,66,"35,263,406",66,"35,263,406",0,0,0,0,0,0,0,0,0,0,0,0,66,66,"35,263,406",0,0,0,0,0,0,0,0,0,66,66,"35,263,406"
Alabama,Elmore County,Millbrook,2022,65,65,"15,562,747",65,"15,562,747",0,0,0,0,0,0,0,0,0,0,0,0,65,65,"15,562,747",0,0,0,0,0,0,0,0,0,65,65,"15,562,747"
Alabama,Tuscaloosa County,Vance town,2022,61,61,"11,361,005",61,"11,361,005",0,0,0,0,0,0,0,0,0,0,0,0,61,61,"11,361,005",0,0,0,0,0,0,0,0,0,61,61,"11,361,005"
Alabama,Pike County,Troy,2022,58,58,"12,007,780",58,"12,007,780",0,0,0,0,0,0,0,0,0,0,0,0,58,58,"12,007,780",0,0,0,0,0,0,0,0,0,58,58,"12,007,780"
Alabama,Etowah County,Hokes Bluff,2022,56,56,"8,347,227",56,"8,347,227",0,0,0,0,0,0,0,0,0,0,0,0,24,24,"3,471,323",0,0,0,0,0,0,0,0,0,24,24,"3,471,323"
Alabama,Marshall County,Albertville,2022,55,55,"9,161,603",55,"9,161,603",0,0,0,0,0,0,0,0,0,0,0,0,55,55,"9,161,603",0,0,0,0,0,0,0,0,0,55,55,"9,161,603"
Alabama,Marshall County,Guntersville,2022,54,54,"21,691,603",54,"21,691,603",0,0,0,0,0,0,0,0,0,0,0,0,50,50,"20,426,671",0,0,0,0,0,0,0,0,0,50,50,"20,426,671"
Alabama,Walker County,Jasper,2022,53,53,"9,975,000",53,"9,975,000",0,0,0,0,0,0,0,0,0,0,0,0,53,53,"9,975,000",0,0,0,0,0,0,0,0,0,53,53,"9,975,000"
Alabama,Cherokee County,Centre,2022,50,50,"4,523,100",50,"4,523,100",0,0,0,0,0,0,0,0,0,0,0,0,50,50,"4,523,100",0,0,0,0,0,0,0,0,0,50,50,"4,523,100"
Alabama,Houston County,Rehobeth town,2022,49,49,"11,555,524",49,"11,555,524",0,0,0,0,0,0,0,0,0,0,0,0,49,49,"11,555,524",0,0,0,0,0,0,0,0,0,49,49,"11,555,524"
Alabama,Jackson County,Scottsboro,2022,46,46,"14,142,147",46,"14,142,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Marion County,Winfield,2022,12,46,"8,288,639",4,"809,651",8,42,"7,478,988",0,0,0,0,0,0,8,42,"7,478,988",4,4,"809,651",0,0,0,0,0,0,8,42,"7,478,988",12,46,"8,288,639"
Alabama,Tuscaloosa County,Lake View town,2022,44,44,"11,878,782",44,"11,878,782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Baldwin County,Bay Minette,2022,43,43,"9,411,324",43,"9,411,324",0,0,0,0,0,0,0,0,0,0,0,0,43,43,"9,411,324",0,0,0,0,0,0,0,0,0,43,43,"9,411,324"
Alabama,Jefferson County,Kimberly,2022,40,40,"8,861,439",40,"8,861,439",0,0,0,0,0,0,0,0,0,0,0,0,40,40,"8,861,439",0,0,0,0,0,0,0,0,0,40,40,"8,861,439"
Alabama,Mobile County,Saraland,2022,39,39,"14,515,033",39,"14,515,033",0,0,0,0,0,0,0,0,0,0,0,0,39,39,"14,515,033",0,0,0,0,0,0,0,0,0,39,39,"14,515,033"
Alabama,Shelby County,Columbiana,2022,39,39,"12,537,000",39,"12,537,000",0,0,0,0,0,0,0,0,0,0,0,0,39,39,"12,537,000",0,0,0,0,0,0,0,0,0,39,39,"12,537,000"
Alabama,DeKalb County,Rainsville,2022,37,37,"4,322,000",37,"4,322,000",0,0,0,0,0,0,0,0,0,0,0,0,37,37,"4,322,000",0,0,0,0,0,0,0,0,0,37,37,"4,322,000"
Alabama,Houston County,Ashford town,2022,34,34,"7,650,211",34,"7,650,211",0,0,0,0,0,0,0,0,0,0,0,0,29,29,"7,051,461",0,0,0,0,0,0,0,0,0,29,29,"7,051,461"
Alabama,Etowah County,Rainbow City,2022,33,33,"6,277,726",33,"6,277,726",0,0,0,0,0,0,0,0,0,0,0,0,33,33,"6,277,726",0,0,0,0,0,0,0,0,0,33,33,"6,277,726"
Alabama,Tallapoosa County,Alexander City,2022,33,33,"16,313,273",33,"16,313,273",0,0,0,0,0,0,0,0,0,0,0,0,33,33,"16,313,273",0,0,0,0,0,0,0,0,0,33,33,"16,313,273"
Alabama,Mobile County,Satsuma,2022,31,31,"5,583,844",31,"5,583,844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Calhoun County,Jacksonville,2022,29,30,"5,505,800",28,"5,380,800",1,2,"125,000",1,2,"125,000",0,0,0,0,0,0,28,28,"5,380,800",1,2,"125,000",0,0,0,0,0,0,29,30,"5,505,800"
Alabama,Colbert County,Tuscumbia,2022,28,28,"3,843,448",28,"3,843,448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Shelby County,Westover,2022,28,28,"3,725,000",28,"3,725,000",0,0,0,0,0,0,0,0,0,0,0,0,28,28,"3,725,000",0,0,0,0,0,0,0,0,0,28,28,"3,725,000"
Alabama,Etowah County,Southside,2022,27,27,"4,560,884",27,"4,560,884",0,0,0,0,0,0,0,0,0,0,0,0,27,27,"4,560,884",0,0,0,0,0,0,0,0,0,27,27,"4,560,884"
Alabama,Shelby County,Harpersville town,2022,27,27,"4,420,023",27,"4,420,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Calhoun County,Oxford,2022,26,26,"4,060,690",26,"4,060,690",0,0,0,0,0,0,0,0,0,0,0,0,26,26,"4,060,690",0,0,0,0,0,0,0,0,0,26,26,"4,060,690"
Alabama,Henry County,Headland,2022,26,26,"8,208,550",26,"8,208,550",0,0,0,0,0,0,0,0,0,0,0,0,26,26,"8,208,550",0,0,0,0,0,0,0,0,0,26,26,"8,208,550"
Alabama,Jefferson County,Homewood,2022,26,26,"22,207,580",26,"22,207,580",0,0,0,0,0,0,0,0,0,0,0,0,26,26,"22,207,580",0,0,0,0,0,0,0,0,0,26,26,"22,207,580"
Alabama,Jefferson County,Mountain Brook,2022,26,26,"26,430,036",26,"26,430,036",0,0,0,0,0,0,0,0,0,0,0,0,26,26,"26,430,036",0,0,0,0,0,0,0,0,0,26,26,"26,430,036"
Alabama,Jefferson County,Gardendale,2022,23,23,"4,596,747",23,"4,596,747",0,0,0,0,0,0,0,0,0,0,0,0,23,23,"4,596,747",0,0,0,0,0,0,0,0,0,23,23,"4,596,747"
Alabama,Jefferson County,Pleasant Grove,2022,22,22,"3,655,824",22,"3,655,824",0,0,0,0,0,0,0,0,0,0,0,0,22,22,"3,655,824",0,0,0,0,0,0,0,0,0,22,22,"3,655,824"
Alabama,Etowah County,Glencoe,2022,21,21,"6,044,914",21,"6,044,914",0,0,0,0,0,0,0,0,0,0,0,0,21,21,"6,044,914",0,0,0,0,0,0,0,0,0,21,21,"6,044,914"
Alabama,Jefferson County,Fultondale,2022,21,21,"3,111,110",21,"3,111,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Barbour County,Eufaula,2022,20,20,"6,878,600",20,"6,878,600",0,0,0,0,0,0,0,0,0,0,0,0,20,20,"6,878,600",0,0,0,0,0,0,0,0,0,20,20,"6,878,600"
Alabama,Talladega County,Oak Grove town,2022,20,20,"3,571,630",20,"3,571,630",0,0,0,0,0,0,0,0,0,0,0,0,20,20,"3,571,630",0,0,0,0,0,0,0,0,0,20,20,"3,571,630"
Alabama,Clay County,Lineville,2022,19,19,"2,342,433",19,"2,342,433",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"2,342,433",0,0,0,0,0,0,0,0,0,19,19,"2,342,433"
Alabama,Escambia County,Atmore,2022,19,19,"3,001,878",19,"3,001,878",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"3,001,878",0,0,0,0,0,0,0,0,0,19,19,"3,001,878"
Alabama,Etowah County,Gadsden,2022,19,19,"4,120,405",19,"4,120,405",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"4,120,405",0,0,0,0,0,0,0,0,0,19,19,"4,120,405"
Alabama,Houston County,Cottonwood town,2022,19,19,"2,342,433",19,"2,342,433",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"2,342,433",0,0,0,0,0,0,0,0,0,19,19,"2,342,433"
Alabama,Jefferson County,Bessemer,2022,19,19,"2,944,836",19,"2,944,836",0,0,0,0,0,0,0,0,0,0,0,0,19,19,"2,944,836",0,0,0,0,0,0,0,0,0,19,19,"2,944,836"
Alabama,Dallas County,Dallas County Unincorporated Area,2022,18,18,"2,696,198",18,"2,696,198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,DeKalb County,Fort Payne,2022,18,18,"3,665,000",18,"3,665,000",0,0,0,0,0,0,0,0,0,0,0,0,18,18,"3,665,000",0,0,0,0,0,0,0,0,0,18,18,"3,665,000"
Alabama,Geneva County,Slocomb,2022,18,18,"2,440,000",18,"2,440,000",0,0,0,0,0,0,0,0,0,0,0,0,18,18,"2,440,000",0,0,0,0,0,0,0,0,0,18,18,"2,440,000"
Alabama,Blount County,Oneonta,2022,17,17,"2,894,110",17,"2,894,110",0,0,0,0,0,0,0,0,0,0,0,0,17,17,"2,894,110",0,0,0,0,0,0,0,0,0,17,17,"2,894,110"
Alabama,Montgomery County,Montgomery County Unincorporated Area,2022,17,17,"5,576,506",17,"5,576,506",0,0,0,0,0,0,0,0,0,0,0,0,17,17,"5,576,506",0,0,0,0,0,0,0,0,0,17,17,"5,576,506"
Alabama,Jefferson County,Clay,2022,16,16,"4,460,000",16,"4,460,000",0,0,0,0,0,0,0,0,0,0,0,0,16,16,"4,460,000",0,0,0,0,0,0,0,0,0,16,16,"4,460,000"
Alabama,Chambers County,Valley,2022,15,15,"2,408,279",15,"2,408,279",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"2,408,279",0,0,0,0,0,0,0,0,0,15,15,"2,408,279"
Alabama,Elmore County,Wetumpka,2022,15,15,"2,040,287",15,"2,040,287",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"2,040,287",0,0,0,0,0,0,0,0,0,15,15,"2,040,287"
Alabama,Madison County,New Hope,2022,15,15,"3,775,394",15,"3,775,394",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"3,775,394",0,0,0,0,0,0,0,0,0,15,15,"3,775,394"
Alabama,Shelby County,Montevallo,2022,15,15,"5,391,000",15,"5,391,000",0,0,0,0,0,0,0,0,0,0,0,0,15,15,"5,391,000",0,0,0,0,0,0,0,0,0,15,15,"5,391,000"
Alabama,Dale County,Ozark,2022,14,14,"1,775,576",14,"1,775,576",0,0,0,0,0,0,0,0,0,0,0,0,9,9,"887,650",0,0,0,0,0,0,0,0,0,9,9,"887,650"
Alabama,Jefferson County,West Jefferson town,2022,14,14,"1,540,000",14,"1,540,000",0,0,0,0,0,0,0,0,0,0,0,0,14,14,"1,540,000",0,0,0,0,0,0,0,0,0,14,14,"1,540,000"
Alabama,Lauderdale County,Rogersville town,2022,14,14,"700,000",14,"700,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Baldwin County,Summerdale town,2022,13,13,"4,710,500",13,"4,710,500",0,0,0,0,0,0,0,0,0,0,0,0,13,13,"4,710,500",0,0,0,0,0,0,0,0,0,13,13,"4,710,500"
Alabama,Cullman County,Hanceville,2022,13,13,"1,820,000",13,"1,820,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Franklin County,Russellville,2022,13,13,"1,482,000",13,"1,482,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Jefferson County,Warrior,2022,13,13,"2,210,000",13,"2,210,000",0,0,0,0,0,0,0,0,0,0,0,0,13,13,"2,210,000",0,0,0,0,0,0,0,0,0,13,13,"2,210,000"
Alabama,St. Clair County,Moody,2022,13,13,"1,797,206",13,"1,797,206",0,0,0,0,0,0,0,0,0,0,0,0,13,13,"1,797,206",0,0,0,0,0,0,0,0,0,13,13,"1,797,206"
Alabama,St. Clair County,Riverside,2022,13,13,"2,852,313",13,"2,852,313",0,0,0,0,0,0,0,0,0,0,0,0,13,13,"2,852,313",0,0,0,0,0,0,0,0,0,13,13,"2,852,313"
Alabama,Cullman County,Good Hope,2022,12,12,"4,054,000",12,"4,054,000",0,0,0,0,0,0,0,0,0,0,0,0,12,12,"4,054,000",0,0,0,0,0,0,0,0,0,12,12,"4,054,000"
Alabama,Dale County,Daleville,2022,12,12,"1,910,200",12,"1,910,200",0,0,0,0,0,0,0,0,0,0,0,0,12,12,"1,910,200",0,0,0,0,0,0,0,0,0,12,12,"1,910,200"
Alabama,Geneva County,Hartford,2022,12,12,"1,509,120",12,"1,509,120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Lawrence County,Moulton,2022,11,11,"1,346,825",11,"1,346,825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Marshall County,Boaz,2022,11,11,"1,912,000",11,"1,912,000",0,0,0,0,0,0,0,0,0,0,0,0,11,11,"1,912,000",0,0,0,0,0,0,0,0,0,11,11,"1,912,000"
Alabama,Shelby County,Wilsonville town,2022,11,11,"4,101,000",11,"4,101,000",0,0,0,0,0,0,0,0,0,0,0,0,11,11,"4,101,000",0,0,0,0,0,0,0,0,0,11,11,"4,101,000"
Alabama,Chambers County,Lanett,2022,10,10,"1,225,000",10,"1,225,000",0,0,0,0,0,0,0,0,0,0,0,0,10,10,"1,225,000",0,0,0,0,0,0,0,0,0,10,10,"1,225,000"
